id,REGISTRO_CAMARA_COMERCIO,REGISTRO_SUPERINTENDENCIA,TIPO_HABITACION,HORARIO_ADMIN_INICIAL,HORARIO_ADMIN_FINAL,TAMANO,UBICACION,CANTIDAD_NOCHES,CAPACIDAD_MAXIMA
918,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,8,14,pequeño,7118 Lyons Pass,16,17
919,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,4,10,pequeño,747 Lighthouse Bay Lane,19,5
920,Suspendisse accumsan tortor quis turpis. Sed ante.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",sencilla,4,10,pequeño,2 Golf View Park,15,31
921,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,compartida,8,14,pequeño,4361 Southridge Hill,4,22
922,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,In congue. Etiam justo. Etiam pretium iaculis justo.,sencilla,10,16,mediano,7 Fair Oaks Street,12,42
923,Vivamus vestibulum sagittis sapien.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",sencilla,7,13,pequeño,1 Sundown Park,9,8
924,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Maecenas tincidunt lacus at velit.,sencilla,4,10,mediano,5806 American Place,17,44
925,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,sencilla,8,14,mediano,09280 Cherokee Junction,7,47
926,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,compartida,3,9,grande,5 Tomscot Center,9,6
927,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Duis mattis egestas metus. Aenean fermentum.,sencilla,2,8,pequeño,22 Jackson Street,8,27
928,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,1,7,pequeño,10 Prairieview Park,6,39
929,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,sencilla,7,13,grande,78 Spenser Center,15,11
930,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",compartida,6,12,pequeño,5708 Hudson Center,20,9
931,Curabitur in libero ut massa volutpat convallis.,Etiam faucibus cursus urna.,sencilla,2,8,grande,3962 Comanche Hill,4,15
932,In sagittis dui vel nisl.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",compartida,4,10,pequeño,3 Sage Junction,1,40
933,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Etiam justo. Etiam pretium iaculis justo.,compartida,2,8,pequeño,1734 Annamark Terrace,1,36
934,Vestibulum sed magna at nunc commodo placerat.,Vestibulum sed magna at nunc commodo placerat.,compartida,4,10,mediano,260 Butternut Terrace,17,9
935,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,In hac habitasse platea dictumst.,compartida,1,7,pequeño,06 Sherman Court,18,25
936,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Integer non velit.,sencilla,4,10,grande,79990 Sage Hill,17,40
937,Sed ante.,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,compartida,2,8,pequeño,724 Bluejay Alley,4,27
938,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Duis ac nibh.,sencilla,3,9,grande,9473 Grasskamp Park,18,40
939,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sencilla,3,9,pequeño,9632 Morningstar Street,8,34
940,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,compartida,7,13,pequeño,74 Fallview Terrace,13,24
941,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,Donec ut mauris eget massa tempor convallis.,compartida,10,16,mediano,779 Nancy Avenue,4,39
942,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,3,9,pequeño,07 Killdeer Parkway,19,41
943,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,Mauris lacinia sapien quis libero.,sencilla,7,13,grande,2622 Butternut Place,4,42
944,Integer ac neque.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,5,11,pequeño,82670 Village Avenue,11,11
945,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",compartida,9,15,mediano,27 Pierstorff Terrace,18,42
946,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Nunc rhoncus dui vel sem.,sencilla,2,8,pequeño,08 Cherokee Junction,4,4
947,Donec quis orci eget orci vehicula condimentum.,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,compartida,3,9,pequeño,49 Carey Trail,5,23
948,Nulla justo.,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,sencilla,6,12,pequeño,5247 Blue Bill Park Lane,17,47
949,Fusce consequat. Nulla nisl.,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",sencilla,2,8,pequeño,64841 Schlimgen Hill,2,34
950,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Duis bibendum.,sencilla,1,7,pequeño,4782 Pankratz Park,9,25
951,Aliquam sit amet diam in magna bibendum imperdiet.,Nunc nisl.,sencilla,3,9,pequeño,8 Gulseth Center,20,35
952,Morbi vel lectus in quam fringilla rhoncus.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",compartida,9,15,pequeño,04104 Nova Terrace,15,5
953,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Aliquam erat volutpat.,sencilla,9,15,pequeño,90553 Lillian Street,13,47
954,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sencilla,5,11,pequeño,8 Ridgeview Circle,15,43
955,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,9,15,pequeño,41 Larry Way,12,19
956,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Sed vel enim sit amet nunc viverra dapibus.,sencilla,2,8,grande,39369 Saint Paul Lane,1,19
957,Duis mattis egestas metus. Aenean fermentum.,Suspendisse potenti. Nullam porttitor lacus at turpis.,compartida,6,12,pequeño,9202 Holmberg Way,8,46
958,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",compartida,5,11,mediano,790 Hallows Court,15,33
959,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Aliquam erat volutpat. In congue.,compartida,6,12,pequeño,6618 Kings Plaza,6,39
960,Nullam varius. Nulla facilisi.,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,compartida,10,16,pequeño,521 Northview Way,5,32
961,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",compartida,2,8,pequeño,91316 Grasskamp Place,15,4
962,Aenean fermentum.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",sencilla,9,15,pequeño,39 Waxwing Parkway,2,14
963,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Morbi ut odio.,compartida,7,13,grande,62428 7th Lane,14,8
964,Nulla facilisi.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",sencilla,1,7,pequeño,2 Spohn Court,2,38
965,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,compartida,2,8,pequeño,6847 Butternut Junction,20,31
966,Curabitur gravida nisi at nibh.,Donec vitae nisi.,sencilla,8,14,grande,698 Reinke Point,10,30
967,Vestibulum rutrum rutrum neque.,Nullam varius.,compartida,6,12,pequeño,24233 High Crossing Parkway,19,42
968,Maecenas tincidunt lacus at velit.,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",compartida,9,15,grande,1731 Monica Hill,7,45
969,Aliquam erat volutpat. In congue.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,5,11,pequeño,98 Mosinee Point,6,9
970,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.","Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",sencilla,10,16,pequeño,5597 School Trail,11,46
971,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,compartida,10,16,pequeño,66075 Sachs Point,6,25
972,Cras in purus eu magna vulputate luctus.,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,7,13,pequeño,426 Westport Street,8,17
973,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.","Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",compartida,3,9,pequeño,8247 Rieder Point,20,26
974,Pellentesque ultrices mattis odio.,Vivamus vel nulla eget eros elementum pellentesque.,sencilla,2,8,mediano,95611 Harper Court,15,50
975,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Nulla tellus. In sagittis dui vel nisl.,sencilla,10,16,pequeño,33377 Declaration Alley,12,5
976,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",compartida,5,11,mediano,840 Muir Avenue,13,11
977,Suspendisse accumsan tortor quis turpis. Sed ante.,Vivamus tortor. Duis mattis egestas metus.,compartida,4,10,pequeño,65 Grayhawk Court,9,24
978,In quis justo.,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",compartida,2,8,pequeño,59599 Jana Avenue,15,23
979,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,sencilla,4,10,mediano,77235 Fuller Parkway,1,19
980,Duis ac nibh.,Quisque ut erat. Curabitur gravida nisi at nibh.,sencilla,3,9,mediano,12373 Dwight Crossing,14,22
981,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,compartida,7,13,mediano,63311 Vernon Lane,15,38
982,Quisque ut erat. Curabitur gravida nisi at nibh.,Proin eu mi. Nulla ac enim.,sencilla,6,12,pequeño,2 Bartelt Court,6,30
983,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,sencilla,9,15,grande,4 Dwight Place,10,17
984,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Nulla tellus.,sencilla,10,16,mediano,63117 Maple Wood Park,20,11
985,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Integer ac leo.,compartida,7,13,pequeño,01 Tennyson Crossing,15,49
986,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",compartida,5,11,grande,3498 Londonderry Point,6,28
987,In congue. Etiam justo. Etiam pretium iaculis justo.,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sencilla,3,9,pequeño,263 Del Sol Court,2,32
988,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,compartida,6,12,mediano,287 Fuller Lane,19,29
989,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,sencilla,9,15,pequeño,12 Corben Way,1,29
990,Pellentesque ultrices mattis odio.,Nulla suscipit ligula in lacus.,compartida,8,14,pequeño,7 Schiller Avenue,12,28
991,Morbi vel lectus in quam fringilla rhoncus.,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,6,12,pequeño,3432 Hanover Plaza,14,3
992,Fusce consequat. Nulla nisl.,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,sencilla,3,9,pequeño,213 Manley Point,17,44
993,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Duis aliquam convallis nunc.,sencilla,6,12,mediano,044 Independence Road,11,14
994,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Duis aliquam convallis nunc.,sencilla,6,12,pequeño,0 Corscot Alley,16,17
995,Praesent lectus.,Integer a nibh. In quis justo.,compartida,6,12,mediano,80377 Scofield Plaza,6,9
996,Curabitur gravida nisi at nibh.,Duis aliquam convallis nunc.,compartida,2,8,grande,93203 Pine View Crossing,9,40
997,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,3,9,pequeño,9 Mariners Cove Point,17,27
998,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Vestibulum ac est lacinia nisi venenatis tristique.,sencilla,1,7,grande,60628 East Drive,12,35
999,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,3,9,pequeño,340 Lawn Court,7,28
